SYMBOL,CURRENCY,COMPANY NAME,GICS INDUSTRY GROUP,STOCK TYPE,PE,ASX200 WEIGHT,SHORTSELL%,VOLUME-ABOVE-AVG,VALUE($),LASTCLOSE,CHANGEPCT%,REPORTDATE,RECORDDATE
ASX-AEF,AUD,AUSTRALIAN ETHICAL INVESTMENT LTD,Diversified Financials,NORMAL,0.0,0.0,0.01%,0.00%,"1,036,198",,-0.78%,2021-08-24,2021-07-13
ASX-BLD,AUD,BORAL LTD,Materials,ASX200,0.0,0.24,0.15%,1780.76%,"120,673,749",,0.00%,2021-08-24,2021-07-13
ASX-CWY,AUD,CLEANAWAY WASTE MANAGEMENT LTD,Commercial & Professional Services,ASX200,0.0,0.24,0.08%,905.84%,"17,809,629",,-1.53%,2021-08-24,2021-07-13
ASX-MMS,AUD,MCMILLAN SHAKESPEARE LTD,Commercial & Professional Services,ASX200,0.0,0.04,0.02%,0.77%,"628,944",,-0.77%,2021-08-24,2021-07-13
ASX-OSH,AUD,OIL SEARCH LTD,Energy,ASX200,0.0,0.43,0.40%,6757.54%,"29,832,130",,0.26%,2021-08-24,2021-07-13
ASX-PRU,AUD,PERSEUS MINING LTD,Materials,NORMAL,0.0,0.0,0.04%,706.84%,"9,290,688",,-4.49%,2021-08-24,2021-07-13
ASX-PTM,AUD,PLATINUM ASSET MANAGEMENT LTD,Diversified Financials,ASX200,0.0,0.13,0.02%,0.00%,"3,740,318",,-1.73%,2021-08-24,2021-07-13
ASX-RWC,AUD,RELIANCE WORLDWIDE CORPORATION LTD,Capital Goods,ASX200,0.0,0.14,0.14%,11.70%,"7,395,539",,-1.34%,2021-08-24,2021-07-13
ASX-SFR,AUD,SANDFIRE RESOURCES LTD,Materials,ASX200,0.0,0.05,0.04%,0.00%,"5,869,438",,-1.47%,2021-08-24,2021-07-13
ASX-SVW,AUD,SEVEN GROUP HOLDINGS LTD,Capital Goods,ASX200,0.0,0.33,0.04%,1322.41%,"27,930,541",,0.38%,2021-08-24,2021-07-13
ASX-SKI,AUD,SPARK INFRASTRUCTURE GROUP,Utilities,ASX200,0.0,0.21,0.08%,32108.78%,"12,827,586",,-2.61%,2021-08-24,2021-07-13
ASX-IFM,AUD,INFOMEDIA LTD,Software & Services,NORMAL,0.0,0.0,0.00%,62.79%,"183,716",,-1.35%,2021-08-24,2021-07-13
ASX-REH,AUD,REECE LTD,Capital Goods,NORMAL,0.0,0.0,0.01%,97.44%,"10,582,688",,-0.73%,2021-08-24,2021-07-13
ASX-BET,AUD,BETMAKERS TECHNOLOGY GROUP LTD,Consumer Services,NORMAL,0.0,0.0,0.03%,11243.05%,"8,222,900",,-3.15%,2021-08-24,2021-07-13
ASX-BTH,AUD,BIGTINCAN HOLDINGS LTD,Software & Services,NORMAL,0.0,0.0,0.00%,49.28%,"1,287,267",,-4.41%,2021-08-24,2021-07-13
ASX-BID,AUD,BILL IDENTITY LTD,Software & Services,PENNY STOCK,-11.0,0.0,0.00%,416.55%,"125,643",0.55,-0.91%,2021-08-24,2021-07-13
ASX-BRN,AUD,BRAINCHIP HOLDINGS LTD,Software & Services,PENNY STOCK,-23.5,0.0,0.08%,1909.74%,"2,806,775",0.4701,-3.16%,2021-08-24,2021-07-13
ASX-CAN,AUD,CANN GROUP LTD,"Pharmaceuticals, Biotechnology & Life Sciences",PENNY STOCK,-3.6,0.0,0.00%,23.78%,"157,764",0.4,0.00%,2021-08-24,2021-07-13
ASX-CAJ,AUD,CAPITOL HEALTH LTD,Health Care Equipment & Services,PENNY STOCK,,0.0,0.00%,276.29%,"253,652",0.37,1.35%,2021-08-24,2021-07-13
ASX-CWP,AUD,CEDAR WOODS PROPERTIES LTD,Real Estate,NORMAL,0.0,0.0,0.00%,8.98%,"422,740",,-1.88%,2021-08-24,2021-07-13
ASX-CCG,AUD,COMMS GROUP LTD,Software & Services,PENNY STOCK,7.0,0.0,0.00%,10.95%,"19,426",0.07,-2.86%,2021-08-24,2021-07-13
ASX-EXP,AUD,EXPERIENCE CO LTD,Consumer Services,PENNY STOCK,-3.7,0.0,0.00%,0.00%,"21,722",0.3,1.67%,2021-08-24,2021-07-13
ASX-FWD,AUD,FLEETWOOD LTD,Consumer Durables & Apparel,NORMAL,,0.0,0.00%,0.00%,"250,180",,3.11%,2021-08-24,2021-07-13
ASX-G1A,AUD,GALENA MINING LTD,Materials,PENNY STOCK,-21.0,0.0,0.00%,2.00%,"42,486",0.2101,6.98%,2021-08-24,2021-07-13
ASX-GDG,AUD,GENERATION DEVELOPMENT GROUP LTD,Insurance,NORMAL,,0.0,0.00%,2.87%,"47,609",,0.00%,2021-08-24,2021-07-13
ASX-HLA,AUD,HEALTHIA LTD,Health Care Equipment & Services,NORMAL,0.0,0.0,0.00%,0.70%,"44,426",,-1.96%,2021-08-24,2021-07-13
ASX-HUM,AUD,HUMM GROUP LTD,Diversified Financials,NORMAL,20.2,0.0,0.02%,0.00%,"2,459,339",1.01,-2.97%,2021-08-24,2021-07-13
ASX-HTA,AUD,HUTCHISON TELECOMMUNICATIONS (AUSTRALIA) LTD,Telecommunication Services,PENNY STOCK,1.8,0.0,0.00%,0.00%,"1,010",0.1102,-8.70%,2021-08-24,2021-07-13
ASX-MOC,AUD,MORTGAGE CHOICE LTD,,,,,,,,,,2021-08-24,2021-07-13
ASX-NXS,AUD,NEXT SCIENCE LTD,Health Care Equipment & Services,NORMAL,0.0,0.0,0.00%,0.00%,"315,096",,3.21%,2021-08-24,2021-07-13
ASX-OCL,AUD,OBJECTIVE CORPORATION LTD,Software & Services,NORMAL,0.0,0.0,0.00%,24.35%,"9,906,981",,-1.69%,2021-08-24,2021-07-13
ASX-PGL,AUD,PROSPA GROUP LTD,Diversified Financials,NORMAL,0.0,0.0,0.00%,541.61%,"76,899",,-1.34%,2021-08-24,2021-07-13
ASX-SPL,AUD,STARPHARMA HOLDINGS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",NORMAL,0.0,0.0,0.03%,239.46%,"740,516",,1.12%,2021-08-24,2021-07-13
ASX-WLE,AUD,WAM LEADERS LTD,Not Applic,NORMAL,0.0,0.0,0.01%,12.85%,"712,106",,0.00%,2021-08-24,2021-07-13
ASX-Z1P,AUD,ZIP CO LTD,,,,,,,,,,2021-08-24,2021-07-13
ASX-ACW,AUD,ACTINOGEN MEDICAL LTD,"Pharmaceuticals, Biotechnology & Life Sciences",PENNY STOCK,,0.0,0.00%,36.70%,"380,402",0.1202,-8.00%,2021-08-24,2021-07-13
ASX-LYL,AUD,LYCOPODIUM LTD,Capital Goods,NORMAL,0.0,0.0,0.00%,0.00%,"38,581",,-0.77%,2021-08-24,2021-07-13
ASX-MAY,AUD,MELBANA ENERGY LTD,Energy,PENNY STOCK,,0.0,0.00%,3689.10%,"34,782",0.0288,4.17%,2021-08-24,2021-07-13
ASX-PNV,AUD,POLYNOVO LTD,Health Care Equipment & Services,ASX200,0.0,0.1,0.10%,21.61%,"5,466,534",,-2.10%,2021-08-24,2021-07-13
ASX-ALC,AUD,ALCIDION GROUP LTD,Health Care Equipment & Services,PENNY STOCK,,0.0,0.77%,0.00%,"538,170",0.36,-1.37%,2021-08-24,2021-07-13
ASX-ABA,AUD,AUSWIDE BANK LTD,Banks,NORMAL,0.0,0.0,0.00%,0.00%,"116,383",,0.16%,2021-08-24,2021-07-13
ASX-BGA,AUD,BEGA CHEESE LTD,"Food, Beverage & Tobacco",ASX200,0.0,0.07,0.05%,504.78%,"7,371,790",,-0.19%,2021-08-24,2021-07-13
ASX-CVW,AUD,CLEARVIEW WEALTH LTD,Diversified Financials,PENNY STOCK,24.5,0.0,0.00%,1.96%,"9,785",0.49,0.00%,2021-08-24,2021-07-13
ASX-DXB,AUD,DIMERIX LTD,"Pharmaceuticals, Biotechnology & Life Sciences",PENNY STOCK,-7.3,0.0,0.00%,0.00%,"229,020",0.2201,6.67%,2021-08-24,2021-07-13
ASX-FRI,AUD,FINBAR GROUP LTD,Real Estate,PENNY STOCK,44.0,0.0,0.00%,382.75%,"113,603",0.88,-0.57%,2021-08-24,2021-07-13
ASX-WLD,AUD,WELLARD LTD,"Food, Beverage & Tobacco",PENNY STOCK,,0.0,0.00%,0.00%,0,0.058,0.00%,2021-08-24,2021-07-13
ASX-SLX,AUD,SILEX SYSTEMS LTD,Semiconductors & Semiconductor Equipment,NORMAL,0.0,0.0,0.00%,314.94%,"78,604",,-2.88%,2021-08-24,2021-07-13
ASX-AWC,AUD,ALUMINA LTD,Materials,ASX200,0.0,0.25,0.04%,19317.26%,"11,674,083",,0.00%,2021-08-24,2021-07-13
ASX-AC8,AUD,AUSCANN GROUP HOLDINGS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",PENNY STOCK,-3.5,0.0,0.00%,61.60%,"9,978",0.1046,-1.87%,2021-08-24,2021-07-13
ASX-MNF,AUD,MNF GROUP LTD,Telecommunication Services,NORMAL,0.0,0.0,0.00%,0.28%,"76,981",,0.96%,2021-08-24,2021-07-13
ASX-NSR,AUD,NATIONAL STORAGE REIT,Real Estate,ASX200,0.0,0.1,0.37%,421.89%,"6,329,436",,-0.95%,2021-08-24,2021-07-13
HPQ,USD,HP INC,,,,,,,,,,2021-08-25,2021-07-13
ULTA,USD,ULTA BEAUTY INC,,,,,,,,,,2021-08-25,2021-07-13
ASX-APT,AUD,AFTERPAY LTD,Software & Services,ASX200,-515.2,0.74,0.31%,44.20%,"105,236,551",123.65,-4.97%,2021-08-25,2021-07-13
ASX-AGI,AUD,AINSWORTH GAME TECHNOLOGY LTD,Consumer Services,NORMAL,-4.4,0.0,0.00%,2.26%,"64,787",1.19,2.52%,2021-08-25,2021-07-13
ASX-NEC,AUD,NINE ENTERTAINMENT CO HOLDINGS LTD,Media & Entertainment,ASX200,0.0,0.15,0.03%,165082.40%,"15,646,774",,-1.53%,2021-08-25,2021-07-13
ASX-PRT,AUD,PRIME MEDIA GROUP LTD,Media & Entertainment,PENNY STOCK,7.3,0.0,0.00%,6.00%,"10,307",0.2201,-2.22%,2021-08-25,2021-07-13
ASX-QAN,AUD,QANTAS AIRWAYS LTD,Transportation,ASX200,0.0,0.35,0.09%,0.00%,"36,353,426",,-2.68%,2021-08-25,2021-07-13
ASX-SDF,AUD,STEADFAST GROUP LTD,Insurance,ASX200,0.0,0.17,0.02%,3.17%,"4,683,470",,-0.92%,2021-08-25,2021-07-13
ASX-WTC,AUD,WISETECH GLOBAL LTD,Software & Services,ASX200,0.0,0.38,0.03%,0.00%,"39,426,415",,-2.89%,2021-08-25,2021-07-13
ASX-WOR,AUD,WORLEY LTD,Energy,ASX200,0.0,0.26,0.44%,0.00%,"16,800,734",,0.62%,2021-08-25,2021-07-13
ASX-MSB,AUD,MESOBLAST LTD,"Pharmaceuticals, Biotechnology & Life Sciences",NORMAL,0.0,0.0,0.01%,94.87%,"3,080,486",,-1.46%,2021-08-25,2021-07-13
ASX-ALX,AUD,ATLAS ARTERIA GROUP,Transportation,ASX200,0.0,0.34,0.08%,15226.18%,"15,486,118",,-2.02%,2021-08-25,2021-07-13
ASX-GOZ,AUD,GROWTHPOINT PROPERTIES AUSTRALIA LTD,Real Estate,ASX200,0.0,0.14,0.01%,64.26%,"2,291,718",,-0.25%,2021-08-25,2021-07-13
ASX-IEL,AUD,IDP EDUCATION LTD,Consumer Services,ASX200,0.0,0.28,0.02%,1076.85%,"14,167,435",,-0.30%,2021-08-25,2021-07-13
ASX-ISU,AUD,ISELECT LTD,Consumer Services,PENNY STOCK,-2.4,0.0,0.00%,7.68%,"10,174",0.4502,-2.22%,2021-08-25,2021-07-13
ASX-PTM,AUD,PLATINUM ASSET MANAGEMENT LTD,Diversified Financials,ASX200,0.0,0.13,0.02%,0.00%,"3,740,318",,-1.73%,2021-08-25,2021-07-13
ASX-MPL,AUD,MEDIBANK PRIVATE LTD,Insurance,ASX200,0.0,0.45,2.92%,0.00%,"18,880,572",,-0.31%,2021-08-25,2021-07-13
ASX-ILU,AUD,ILUKA RESOURCES LTD,Materials,ASX200,0.0,0.21,0.07%,246.91%,"16,741,023",,-3.06%,2021-08-25,2021-07-13
ASX-MAH,AUD,MACMAHON HOLDINGS LTD,Materials,PENNY STOCK,4.8,0.0,0.00%,4796.46%,"152,764",0.1901,2.56%,2021-08-25,2021-07-13
ASX-CAA,AUD,CAPRAL LTD,Materials,NORMAL,0.0,0.0,0.00%,1.87%,"36,265",,0.14%,2021-08-25,2021-07-13
ASX-DCG,AUD,DECMIL GROUP LTD,Capital Goods,PENNY STOCK,-0.9,0.0,0.00%,0.00%,"113,342",0.46,-1.09%,2021-08-25,2021-07-13
ASX-BRL,AUD,BATHURST RESOURCES LTD,Materials,PENNY STOCK,-1.3,0.0,0.00%,6.12%,"9,949",0.4301,-2.30%,2021-08-25,2021-07-13
ASX-BLY,AUD,BOART LONGYEAR LTD,Materials,PENNY STOCK,-0.2,0.0,0.00%,2.86%,"3,933",0.3001,13.11%,2021-08-25,2021-07-13
ASX-BOL,AUD,BOOM LOGISTICS LTD,Capital Goods,PENNY STOCK,-5.3,0.0,0.00%,840.49%,"87,200",0.16,0.00%,2021-08-25,2021-07-13
ASX-CDY,AUD,CELLMID LTD,"Pharmaceuticals, Biotechnology & Life Sciences",PENNY STOCK,-1.3,0.0,0.00%,0.00%,468,0.0641,-3.23%,2021-08-25,2021-07-13
ASX-CCX,AUD,CITY CHIC COLLECTIVE LTD,Retailing,NORMAL,0.0,0.0,0.01%,373.55%,"1,486,384",,0.00%,2021-08-25,2021-07-13
ASX-EP1,AUD,E&P FINANCIAL GROUP LTD,Diversified Financials,PENNY STOCK,-5.8,0.0,0.00%,0.00%,"132,236",0.7,7.14%,2021-08-25,2021-07-13
ASX-GXY,AUD,GALAXY RESOURCES LTD,Materials,NORMAL,0.0,0.0,0.02%,49.17%,"13,714,105",,-3.36%,2021-08-25,2021-07-13
ASX-GNX,AUD,GENEX POWER LTD,Utilities,PENNY STOCK,-23.0,0.0,0.00%,309.54%,"665,710",0.2301,-2.13%,2021-08-25,2021-07-13
ASX-HUO,AUD,HUON AQUACULTURE GROUP LTD,"Food, Beverage & Tobacco",NORMAL,0.0,0.0,0.00%,0.00%,"114,672",,-3.57%,2021-08-25,2021-07-13
ASX-INP,AUD,INCENTIAPAY LTD,Retailing,PENNY STOCK,-4.2,0.0,0.00%,0.00%,"127,399",0.1271,-6.45%,2021-08-25,2021-07-13
ASX-LRK,AUD,LARK DISTILLING CO LTD,"Food, Beverage & Tobacco",NORMAL,,0.0,0.00%,313.38%,"380,947",,-0.70%,2021-08-25,2021-07-13
ASX-LBT,AUD,LBT INNOVATIONS LTD,Health Care Equipment & Services,PENNY STOCK,-4.4,0.0,0.00%,59.73%,"119,106",0.088,7.87%,2021-08-25,2021-07-13
ASX-MAQ,AUD,MACQUARIE TELECOM GROUP LTD,Telecommunication Services,NORMAL,0.0,0.0,0.00%,0.00%,"254,788",,0.93%,2021-08-25,2021-07-13
ASX-MX1,AUD,MICRO-X LTD,Health Care Equipment & Services,PENNY STOCK,-11.3,0.0,0.00%,169.95%,"142,303",0.34,-1.47%,2021-08-25,2021-07-13
ASX-NBI,AUD,NB GLOBAL CORPORATE INCOME TRUST,Not Applic,NORMAL,0.0,0.0,0.00%,2030.61%,"1,615,801",,0.00%,2021-08-25,2021-07-13
ASX-NXT,AUD,NEXTDC LTD,Software & Services,ASX200,0.0,0.24,0.05%,406.91%,"49,437,683",,-4.11%,2021-08-25,2021-07-13
ASX-OPT,AUD,OPTHEA LTD,"Pharmaceuticals, Biotechnology & Life Sciences",NORMAL,0.0,0.0,2.11%,38.77%,"933,085",,-1.92%,2021-08-25,2021-07-13
ASX-PPC,AUD,PEET LTD,Real Estate,NORMAL,0.0,0.0,0.00%,12.80%,"15,188",,0.87%,2021-08-25,2021-07-13
ASX-PLS,AUD,PILBARA MINERALS LTD,Materials,ASX200,0.0,0.03,0.05%,54.59%,"16,835,936",,-2.61%,2021-08-25,2021-07-13
ASX-PBH,AUD,POINTSBET HOLDINGS LTD,Consumer Services,NORMAL,0.0,0.0,0.07%,77.47%,"11,229,240",,0.89%,2021-08-25,2021-07-13
ASX-PBP,AUD,PROBIOTEC LTD,"Pharmaceuticals, Biotechnology & Life Sciences",NORMAL,0.0,0.0,0.00%,74.06%,"72,574",,0.00%,2021-08-25,2021-07-13
ASX-QIP,AUD,QANTM INTELLECTUAL PROPERTY LTD,Commercial & Professional Services,NORMAL,0.0,0.0,0.00%,0.98%,"17,133",,-0.85%,2021-08-25,2021-07-13
ASX-RAC,AUD,RACE ONCOLOGY LTD,"Pharmaceuticals, Biotechnology & Life Sciences",NORMAL,0.0,0.0,0.00%,969.53%,"725,526",,-1.96%,2021-08-25,2021-07-13
ASX-RDF,AUD,REDFLEX HOLDINGS LTD,,,,,,,,,,2021-08-25,2021-07-13
ASX-REG,AUD,REGIS HEALTHCARE LTD,Health Care Equipment & Services,NORMAL,0.0,0.0,0.00%,0.00%,"204,244",,-1.03%,2021-08-25,2021-07-13
ASX-SHJ,AUD,SHINE JUSTICE LTD,Consumer Services,NORMAL,0.0,0.0,0.00%,5.02%,"285,101",,-3.77%,2021-08-25,2021-07-13
ASX-SKF,AUD,SKYFII LTD,Software & Services,PENNY STOCK,-9.8,0.0,0.00%,47.84%,"15,203",0.0984,0.00%,2021-08-25,2021-07-13
ASX-TRY,AUD,TROY RESOURCES LTD,Materials,PENNY STOCK,-0.5,0.0,0.00%,78.29%,"100,005",0.0446,-7.14%,2021-08-25,2021-07-13
ASX-FGG,AUD,FUTURE GENERATION GLOBAL INVESTMENT COMPANY LTD,Not Applic,NORMAL,0.0,0.0,0.00%,1457.73%,"60,149",,0.00%,2021-08-25,2021-07-13
ASX-FGX,AUD,FUTURE GENERATION INVESTMENT COMPANY LTD,Not Applic,NORMAL,0.0,0.0,0.00%,149.33%,"117,693",,-0.72%,2021-08-25,2021-07-13
ASX-MRM,AUD,MMA OFFSHORE LTD,Energy,PENNY STOCK,-0.7,0.0,0.00%,15.19%,"34,030",0.37,6.76%,2021-08-25,2021-07-13
ASX-RMY,AUD,RMA GLOBAL LTD,Media & Entertainment,PENNY STOCK,-13.0,0.0,0.00%,0.84%,"6,547",0.26,0.00%,2021-08-25,2021-07-13
ASX-SHM,AUD,SHRIRO HOLDINGS LTD,Consumer Durables & Apparel,NORMAL,0.0,0.0,0.00%,193.19%,"25,118",,3.56%,2021-08-25,2021-07-13
ASX-AIS,AUD,AERIS RESOURCES LTD,Materials,PENNY STOCK,,0.0,0.01%,4415.54%,"2,192,725",0.1802,-2.70%,2021-08-25,2021-07-13
ASX-AJX,AUD,ALEXIUM INTERNATIONAL GROUP LTD,Materials,PENNY STOCK,-4.6,0.0,0.00%,69.38%,"8,395",0.0461,-4.17%,2021-08-25,2021-07-13
ASX-ASG,AUD,AUTOSPORTS GROUP LTD,Retailing,NORMAL,0.0,0.0,0.00%,41.29%,"195,058",,2.56%,2021-08-25,2021-07-13
ASX-EPY,AUD,EARLYPAY LTD,Diversified Financials,PENNY STOCK,23.5,0.0,0.01%,130.78%,"70,687",0.47,-2.13%,2021-08-25,2021-07-13
ASX-TIG,AUD,TIGERS REALM COAL LTD,Materials,PENNY STOCK,,0.0,0.00%,283563.00%,"33,501",0.0064,0.00%,2021-08-25,2021-07-13
ASX-WGB,AUD,WAM GLOBAL LTD,Not Applic,NORMAL,0.0,0.0,0.00%,66.50%,"474,666",,0.38%,2021-08-25,2021-07-13
ASX-TPP,AUD,TEMPO AUSTRALIA LTD,Commercial & Professional Services,PENNY STOCK,,0.0,0.00%,0.00%,"5,469",0.068,-1.45%,2021-08-25,2021-07-13
ASX-AOF,AUD,AUSTRALIAN UNITY OFFICE FUND,Real Estate,NORMAL,0.0,0.0,0.00%,0.88%,"240,882",,2.08%,2021-08-25,2021-07-13
ASX-PDN,AUD,PALADIN ENERGY LTD,Energy,PENNY STOCK,-9.8,0.0,0.05%,10477.50%,"4,239,831",0.49,-1.01%,2021-08-26,2021-07-13
ASX-QUB,AUD,QUBE HOLDINGS LTD,Transportation,ASX200,0.0,0.3,0.01%,113.30%,"18,406,661",,-1.68%,2021-08-26,2021-07-13
ASX-RHC,AUD,RAMSAY HEALTH CARE LTD,Health Care Equipment & Services,ASX200,0.0,0.92,0.04%,2398.96%,"36,689,029",,-1.74%,2021-08-26,2021-07-13
ASX-RSG,AUD,RESOLUTE MINING LTD,Materials,PENNY STOCK,-20.0,0.08,0.09%,1378.97%,"3,267,666",0.6001,1.65%,2021-08-26,2021-07-13
ASX-SBM,AUD,ST BARBARA LTD,Materials,ASX200,0.0,0.13,0.71%,652.70%,"4,243,563",,-0.26%,2021-08-26,2021-07-13
ASX-TYR,AUD,TYRO PAYMENTS LTD,Software & Services,NORMAL,0.0,0.0,0.01%,0.00%,"4,197,900",,-1.35%,2021-08-26,2021-07-13
ASX-WHC,AUD,WHITEHAVEN COAL LTD,Energy,ASX200,0.0,0.11,1.33%,0.00%,"13,871,813",,1.25%,2021-08-26,2021-07-13
ASX-WOW,AUD,WOOLWORTHS GROUP LTD,Food & Staples Retailing,ASX200,0.0,2.58,0.02%,0.00%,"88,770,674",,-1.25%,2021-08-26,2021-07-13
ASX-APX,AUD,APPEN LTD,Software & Services,ASX200,0.0,0.22,1.36%,503.48%,"11,362,981",,-3.20%,2021-08-26,2021-07-13
ASX-AFG,AUD,AUSTRALIAN FINANCE GROUP LTD,Banks,NORMAL,0.0,0.0,0.00%,1085.42%,"2,478,159",,-2.26%,2021-08-26,2021-07-13
ASX-CGC,AUD,COSTA GROUP HOLDINGS LTD,"Food, Beverage & Tobacco",ASX200,0.0,0.07,0.36%,63586.93%,"6,665,395",,-0.92%,2021-08-26,2021-07-13
ASX-CMW,AUD,CROMWELL PROPERTY GROUP,Real Estate,PENNY STOCK,22.3,0.12,0.01%,1148.71%,"3,634,177",0.89,0.56%,2021-08-26,2021-07-13
ASX-IFL,AUD,IOOF HOLDINGS LTD,Diversified Financials,ASX200,0.0,0.1,0.06%,0.00%,"7,642,911",,-0.23%,2021-08-26,2021-07-13
ASX-MYX,AUD,MAYNE PHARMA GROUP LTD,"Pharmaceuticals, Biotechnology & Life Sciences",PENNY STOCK,-2.0,0.04,0.01%,2940.52%,"967,753",0.3201,-1.54%,2021-08-26,2021-07-13
ASX-BKL,AUD,BLACKMORES LTD,Household & Personal Products,ASX200,0.0,0.08,0.05%,0.17%,"2,117,946",,0.45%,2021-08-26,2021-07-13
ULTA,USD,ULTA BEAUTY INC,,,,,,,,,,2021-08-26,2021-07-13
ASX-ALX,AUD,ATLAS ARTERIA GROUP,Transportation,ASX200,0.0,0.34,0.08%,15226.18%,"15,486,118",,-2.02%,2021-08-26,2021-07-13
ASX-FLT,AUD,FLIGHT CENTRE TRAVEL GROUP LTD,Consumer Services,ASX200,0.0,0.16,0.11%,9569.29%,"51,947,784",,-3.89%,2021-08-26,2021-07-13
ASX-SVW,AUD,SEVEN GROUP HOLDINGS LTD,Capital Goods,ASX200,0.0,0.33,0.04%,1322.41%,"27,930,541",,0.38%,2021-08-26,2021-07-13
ASX-LNK,AUD,LINK ADMINISTRATION HOLDINGS LTD,Software & Services,ASX200,0.0,0.13,0.02%,2028.91%,"17,212,508",,-2.57%,2021-08-26,2021-07-13
ASX-BNO,AUD,BIONOMICS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",PENNY STOCK,,0.0,0.00%,402.66%,"151,392",0.19,0.00%,2021-08-26,2021-07-13
ASX-CCV,AUD,CASH CONVERTERS INTERNATIONAL LTD,Diversified Financials,PENNY STOCK,7.7,0.0,0.00%,33.17%,"107,303",0.23,-2.17%,2021-08-26,2021-07-13
ASX-CWZ,AUD,CASHWERKZ LTD,Diversified Financials,PENNY STOCK,-5.3,0.0,0.00%,54.27%,"26,000",0.32,1.56%,2021-08-26,2021-07-13
ASX-CUP,AUD,COUNTPLUS LTD,Commercial & Professional Services,NORMAL,14.7,0.0,0.00%,704.25%,"89,731",1.03,-3.88%,2021-08-26,2021-07-13
ASX-EVS,AUD,ENVIROSUITE LTD,Software & Services,PENNY STOCK,-5.0,0.0,0.63%,13078.56%,"226,174",0.1002,0.00%,2021-08-26,2021-07-13
ASX-FZO,AUD,FAMILY ZONE CYBER SAFETY LTD,Software & Services,PENNY STOCK,-9.2,0.0,0.00%,33.87%,"1,200,725",0.6432,-5.47%,2021-08-26,2021-07-13
ASX-MEB,AUD,MEDIBIO LTD,Health Care Equipment & Services,PENNY STOCK,,0.0,0.00%,130.27%,"4,003",0.0081,-11.11%,2021-08-26,2021-07-13
ASX-MDC,AUD,MEDLAB CLINICAL LTD,"Pharmaceuticals, Biotechnology & Life Sciences",PENNY STOCK,-3.2,0.0,0.00%,27.88%,"26,121",0.16,0.00%,2021-08-26,2021-07-13
ASX-MLX,AUD,METALS X LTD,Materials,PENNY STOCK,,0.0,0.00%,23.27%,"157,850",0.2201,-2.22%,2021-08-26,2021-07-13
ASX-EYE,AUD,NOVA EYE MEDICAL LTD,Health Care Equipment & Services,PENNY STOCK,1.2,0.0,0.00%,0.08%,543,0.3101,3.17%,2021-08-26,2021-07-13
ASX-OPH,AUD,OPHIR HIGH CONVICTION FUND,Not Applic,NORMAL,0.0,0.0,0.00%,24.49%,"559,589",,-1.50%,2021-08-26,2021-07-13
ASX-PCG,AUD,PENGANA CAPITAL GROUP LTD,Diversified Financials,NORMAL,0.0,0.0,0.00%,0.00%,"23,925",,2.19%,2021-08-26,2021-07-13
ASX-PVS,AUD,PIVOTAL SYSTEMS CORP,Semiconductors & Semiconductor Equipment,NORMAL,0.0,0.0,0.00%,0.00%,0,,0.00%,2021-08-26,2021-07-13
ASX-PL8,AUD,PLATO INCOME MAXIMISER LTD,Not Applic,NORMAL,0.0,0.0,0.00%,0.00%,"391,298",,-0.79%,2021-08-26,2021-07-13
ASX-RF1,AUD,REGAL INVESTMENT FUND,Not Applic,NORMAL,0.0,0.0,0.00%,216.10%,"533,517",,0.76%,2021-08-26,2021-07-13
ASX-RNE,AUD,RENU ENERGY LTD,Utilities,PENNY STOCK,-3.1,0.0,0.00%,2.95%,"55,067",0.0621,-4.92%,2021-08-26,2021-07-13
ASX-SIV,AUD,SIV CAPITAL LTD,Capital Goods,PENNY STOCK,4.8,0.0,0.00%,0.17%,"3,480",0.29,0.00%,2021-08-26,2021-07-13
ASX-SST,AUD,STEAMSHIPS TRADING COMPANY LTD,Capital Goods,NORMAL,0.0,0.0,0.00%,0.29%,"2,969",,-0.10%,2021-08-26,2021-07-13
ASX-SNL,AUD,SUPPLY NETWORK LTD,Retailing,NORMAL,0.0,0.0,0.00%,2.12%,"26,301",,0.79%,2021-08-26,2021-07-13
ASX-TGG,AUD,TEMPLETON GLOBAL GROWTH FUND LTD,Not Applic,NORMAL,0.0,0.0,0.00%,5.60%,"585,012",,-0.64%,2021-08-26,2021-07-13
ASX-TTB,AUD,TOTAL BRAIN LTD,Health Care Equipment & Services,PENNY STOCK,0.0,0.0,0.00%,15.85%,0,0.0,3.33%,2021-08-26,2021-07-13
ASX-WMA,AUD,WAM ALTERNATIVE ASSETS LTD,Not Applic,PENNY STOCK,,0.0,0.00%,601.21%,"336,822",0.98,1.52%,2021-08-26,2021-07-13
ASX-WMX,AUD,WILUNA MINING CORPORATION LTD,Materials,NORMAL,0.0,0.0,0.00%,0.00%,"44,736",,-0.50%,2021-08-26,2021-07-13
ASX-ZLD,AUD,ZELIRA THERAPEUTICS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",PENNY STOCK,-7.3,0.0,0.00%,0.00%,"43,133",0.0726,0.00%,2021-08-26,2021-07-13
